index,URL,domain,raw_text,raw_text_before,furniture_extr,property_extr,name_extr
0,https://www.factorybuys.com.au/products/euro-top-mattress-king,www.factorybuys.com.au,euro top mattress king,,mattress,"['euro top', 'king']",
1,https://dunlin.com.au/products/beadlight-cirrus,dunlin.com.au,beadlight cirrus,,,[],beadlight cirrus
2,https://themodern.net.au/products/hamar-plant-stand-ash,themodern.net.au,hamar plant stand ash,,plant stand,['ash'],hamar
3,https://furniturefetish.com.au/products/oslo-office-chair-white,furniturefetish.com.au,oslo office chair white,,office chair,['white'],oslo
4,https://hemisphereliving.com.au/products/,hemisphereliving.com.au,,,,[],
5,https://home-buy.com.au/products/bridger-pendant-larger-lamp-metal-brass,home-buy.com.au,bridger pendant larger lamp metal brass,,pendant lamp,"['larger', 'metal', 'brass']",bridger
6,https://interiorsonline.com.au/products/interiors-online-gift-card,interiorsonline.com.au,interiors online gift card,,,[],
7,https://beckurbanfurniture.com.au/products/page/2/,beckurbanfurniture.com.au,page/2/,,,[],
8,https://livingedge.com.au/products/tables/dining,livingedge.com.au,tables/dining,,dining table,[],
9,https://edenliving.online/collections/summerloving/products/nice-lounge-1,edenliving.online,nice lounge 1,collections/summerloving/,lounge,[],nice
10,https://www.ourfurniturewarehouse.com.au/products/athens-3pce-lounge-includes-2x-armless-3-seater-and-corner-ottoman-in-grey-storm-fabric?_pos=1&_sid=9f9ca4320&_ss=r,www.ourfurniturewarehouse.com.au,athens 3pce lounge includes 2x armless 3 seater and corner ottoman in grey storm fabric,,"['3 seater, corner ottoman']","['armless', 'grey storm fabric']",athens 3pce lounge
11,https://cane-line.co.uk/collections/news-2020/products/breeze-sunbed-5569,cane-line.co.uk,breeze sunbed 5569,collections/news 2020/,sunbed,[],breeze 5569
12,https://haute-living.com/products/beam-desk,haute-living.com,beam desk,,desk,[],beam
13,https://www.knoll.com/design-plan/products/by-designer/knoll,www.knoll.com,by designer/knoll,design plan/,,['designer'],knoll
14,https://www.balirepublic.com.au/products/fabric-cleaner,www.balirepublic.com.au,fabric cleaner,,,[],
15,https://vastinterior.com.au/products/samson-daybed-single-2,vastinterior.com.au,samson daybed single 2,,daybed,"['single', '2']",samson
16,https://www.hudsonfurniture.com.au/products/string-weave-timber-stool,www.hudsonfurniture.com.au,string weave timber stool,,stool,"['string weave', 'timber']",
17,https://premiumpatio.com.au/products/outdoor-tables/page/3/,premiumpatio.com.au,outdoor tables/page/3/,,table,['outdoor'],
18,https://dhfonline.com/products/gift-card,dhfonline.com,gift card,,,[],
19,https://furnish123watertown.com/products/,furnish123watertown.com,,,,[],
20,https://www.tandemarbor.com/products/kaiser-box-bed-blush-plush-velvet,www.tandemarbor.com,kaiser box bed blush plush velvet,,box bed,['blush plush velvet'],kaiser
21,https://www.perchfurniture.com/products/hoyt-chair,www.perchfurniture.com,hoyt chair,,chair,[],hoyt
22,http://www.vawayside.net/store/products/tag/beds,www.vawayside.net,tag/beds,store/,beds,[],
23,https://curiousgrace.com.au/products/cleo-desk-lamp,curiousgrace.com.au,cleo desk lamp,,desk lamp,[],cleo
24,https://modshop1.com/collections/amalfi/products/amalfi-3-door-credenza,modshop1.com,amalfi 3 door credenza,collections/amalfi/,credenza,['3 door'],amalfi
25,https://www.scandesign.com/products/pavia-sectional-ivory,www.scandesign.com,pavia sectional ivory,,sectional,['ivory'],pavia
26,https://www.sofamania.com/products/carl-victorian-inspired-velvet-button-detail-vanity-accent-stool,www.sofamania.com,carl victorian inspired velvet button detail vanity accent stool,,vanity accent stool,"['victorian inspired', 'velvet button detail']",carl
27,https://www.fentonandfenton.com.au/products/gift-card&media=http://cdn.shopify.com/s/files/1/1909/9637/products/GiftVouchers_Product_1024x1024.jpg&description=Gift%20Card%20%23Art-Lover%20%23Birthday%20%23Colour-Lover,www.fentonandfenton.com.au,gift card media GiftVouchers,//cdn.shopify.com/s/files/1/1909/9637/ ,,[],
28,https://4-chairs.com/products/mason-chair,4-chairs.com,mason chair,,chair,[],mason
29,https://www.theinside.com/products/x-bench-onyx-austin-stripe-by-old-world-weavers/PTM_XBench_OnyxAustinStripeByOldWorldWeavers,www.theinside.com,x bench onyx austin stripe by old world weavers/PTM,,bench,"['onyx', 'austin stripe']",x old world weavers/PTM
30,https://stationfurniture.store/products/milano,stationfurniture.store,milano,,,[],milano
31,https://pinchdesign.com/products/yves-desk,pinchdesign.com,yves desk,,desk,[],yves
32,https://www.do-shop.com/products/gift-card,www.do-shop.com,gift card,,,[],
33,https://claytongrayhome.com/products/palecek-coco-ruffle-mirror,claytongrayhome.com,palecek coco ruffle mirror,,mirror,['coco ruffle'],palecek
34,https://dfohome.com/products/patio-furniture/swings/all-swings,dfohome.com,patio furniture/swings/all swings,,swing,['patio furniture'],
35,https://acmeshelving.com/collections/signs/products/sale,acmeshelving.com,sale,collections/signs/,,[],
36,https://www.kmpfurniture.com/fire_collection/products/beds_80.html,www.kmpfurniture.com,beds,collection/,beds,[],
37,https://www.jseitz.com/products/buddha,www.jseitz.com,buddha,,,[],
38,https://www.furnitureworldgalleries.com/products/,www.furnitureworldgalleries.com,,,,[],
39,https://www.homekoncepts.com/products/furniture/tables/end-tables/,www.homekoncepts.com,furniture/tables/end tables/,,end table,[],
40,https://cityfurnitureshop.com/collections/greenington/products/azara-bed,cityfurnitureshop.com,azara bed,collections/greenington/,bed,[],azara
41,https://www.theguestroomfurniture.com/products/,www.theguestroomfurniture.com,,,,[],
42,https://www.danishinspirations.com/products/products/bedroom/page/3/,www.danishinspirations.com,products/bedroom/page/3/,,bedroom,[],
43,https://columbineshowroom.com/products/,columbineshowroom.com,,,,[],
44,https://emfurn.com/products/aaron-sofa,emfurn.com,aaron sofa,,sofa,[],aaron
45,https://fmvegas.com/products/carlo-dresser,fmvegas.com,carlo dresser,,dresser,[],carlo
46,https://nicoyafurniture.com.au/products/playa-bowl,nicoyafurniture.com.au,playa bowl,,bowl,[],playa
47,https://galvinbrothers.co.uk/products/alfandbud,galvinbrothers.co.uk,alfandbud,,,[],
48,https://tyfinefurniture.com/products/enso-platform-bed,tyfinefurniture.com,enso platform bed,,platform bed,[],enso
49,https://24estyle.com/products/eliza-fan,24estyle.com,eliza fan,,fan,[],eliza
50,https://shopspencerfurnituresiouxfalls.com/products/glass-lamp,shopspencerfurnituresiouxfalls.com,glass lamp,,lamp,['glass'],
51,https://bryantscountrystore.com/products/deli-sandwich-carryout,bryantscountrystore.com,deli sandwich carryout,,,[],
52,https://vincentdesign.com.au/products/spaltekanden-big-white,vincentdesign.com.au,spaltekanden big white,,spaltekanden,"['big', 'white']",
53,https://magnolialane.biz/products/anika-cushion,magnolialane.biz,anika cushion,,cushion,[],anika
54,https://blupeter.com.au/products/tulip-object,blupeter.com.au,tulip object,,object,[],tulip
55,https://www.cranmorehome.com.au/products/gift-card,www.cranmorehome.com.au,gift card,,,[],
56,https://www.vavoom.com.au/products/ebony-chest,www.vavoom.com.au,ebony chest,,chest,['ebony'],
57,https://www.goodwoodfurniture.com.au/products/wardrobes/colonial-robe/,www.goodwoodfurniture.com.au,wardrobes/colonial robe/,,wardrobe,['colonial'],robe
58,https://valentinesfurniture.com.au/products/,valentinesfurniture.com.au,,,,[],
59,https://www.loungesplus.com.au/products/baird-fabric-lounge-package,www.loungesplus.com.au,baird fabric lounge package,,lounge,['fabric'],baird
60,https://www.yellowleafhammocks.com/products/hammock-gift-card,www.yellowleafhammocks.com,hammock gift card,,,[],
61,https://asplundstore.se/products/fish-bricka,asplundstore.se,fish bricka,,,[],
62,https://distinctive-interiors.com/products/,distinctive-interiors.com,,,,[],
63,https://runyonsfinefurniture.com/products/alf-bar-stool,runyonsfinefurniture.com,alf bar stool,,bar stool,[],alf
64,https://www.comfortfurniture.com.sg/sale/products/office,www.comfortfurniture.com.sg,office,sale/,,['office'],
65,https://karladubois.com/products/wooster-convertible-crib,karladubois.com,wooster convertible crib,,convertible crib,[],wooster
66,https://brownsquirrelfurniture.com/furniture/rest-bedrooms/rest-beds/sleep-queen/products/laurel-sleigh/,brownsquirrelfurniture.com,laurel sleigh/,furniture/rest bedrooms/rest beds/sleep queen/,sleigh,[],laurel
67,https://viesso.com/products/haru-bed,viesso.com,haru bed,,bed,[],haru
68,https://floydhome.com/products/the-floyd-hat,floydhome.com,the floyd hat,,,[],
69,https://www.mybudgetfurniture.com/products/3pc-sectional,www.mybudgetfurniture.com,3pc sectional,,sectional,['3pc'],
70,https://www.fiveelementsfurniture.com/collections/sola-office-collection/products/sola-lift-desk,www.fiveelementsfurniture.com,sola lift desk,collections/sola office collection/,desk,['lift'],sola
71,https://www.fads.co.uk/products/living/sofas/sofa-beds/,www.fads.co.uk,living/sofas/sofa beds/,,sofa beds,['living'],
72,https://test-danish-inspirations.pantheonsite.io/products/products/bedroom/page/3/,test-danish-inspirations.pantheonsite.io,products/bedroom/page/3/,,bedroom,[],
73,https://www.hipvan.com/products/sleep-mattress?ref=nav_dropdown,www.hipvan.com,sleep mattress,,mattress,['sleep'],
74,https://dev-danish-inspirations.pantheonsite.io/products/products/bedroom/page/3/,dev-danish-inspirations.pantheonsite.io,products/bedroom/page/3/,,bedroom,[],
75,https://houseofhollingsworthblog.com/products/locker,houseofhollingsworthblog.com,locker,,locker,[],
76,https://www.wardrobe-bunk-bed-sofa.uk/products/wardrobe-ava-4-3,www.wardrobe-bunk-bed-sofa.uk,wardrobe ava 4 3,,wardrobe,['4 3'],ava
77,https://dwell.co.uk/products/sleep/type/bed/,dwell.co.uk,sleep/type/bed/,,bed,['sleep'],
78,https://www.hopewells.co.uk/products/living-dining/sofas-chairs/tetrad/tetrad-patna-chair,www.hopewells.co.uk,living dining/sofas chairs/tetrad/tetrad patna chair,,chair,['tetrad'],tetrad patna
79,https://kokocollective.com.au/products/esme-natural-rattan-day-bed,kokocollective.com.au,esme natural rattan day bed,,day bed,['natural rattan'],esme
80,https://www.timothyoulton.com/products/living/sectional-sofas,www.timothyoulton.com,living/sectional sofas,,sectional sofas,[],
81,https://www.warmnordic.com/global/products/news,www.warmnordic.com,news,global/,,[],
82,https://www.royaloakfurniture.co.uk/products/pop-bench,www.royaloakfurniture.co.uk,pop bench,,bench,[],pop
83,https://mulamu.com/products/membership,mulamu.com,membership,,,[],
84,http://www.genesisfurniturelv.com/products/,www.genesisfurniturelv.com,,,,[],
85,https://daufurniture.com/products/style/transitional/dana-upholstered-bed/,daufurniture.com,style/transitional/dana upholstered bed/,,upholstered bed,['transitional'],dana
86,https://www.waynesfinefurnitureandbedding.com/search/products/?s=power+recliners&pp=120,www.waynesfinefurnitureandbedding.com,,search/,,[],
87,https://theodores.com/products/,theodores.com,,,,[],
88,https://www.theoakfurnitureshop.com/products/country-trend-solid-oak-tv-stand-51/,www.theoakfurnitureshop.com,country trend solid oak tv stand 51/,,tv stand,['solid oak'],country trend
89,https://totalpatioaccessories.com/products/product07,totalpatioaccessories.com,product07,,,[],
90,https://www.groensfinefurniture.com/products/Miscellaneous/misc/394554.html,www.groensfinefurniture.com,Miscellaneous/misc/394554.html,,,[],
91,https://yesterdaystreefurniture.com/products/gifts/,yesterdaystreefurniture.com,gifts/,,,[],
92,https://www.jensen-lewis.com/products/guardsman-gold-complete-plan,www.jensen-lewis.com,guardsman gold complete plan,,,[],
93,https://www.popandscott.com/products/raffia-sun,www.popandscott.com,raffia sun,,,[],
94,https://shophorne.com/products/sarpaneva-cast-iron-casserole,shophorne.com,sarpaneva cast iron casserole,,casserole,['cast iron'],sarpaneva
95,https://cultdesign.co.nz/products/molloy-chair,cultdesign.co.nz,molloy chair,,chair,[],molloy
96,https://www.gloster.com/en/products/materials/teak,www.gloster.com,materials/teak,en/,,['teak'],
97,https://thebrick.com/products/tacoma-chest,thebrick.com,tacoma chest,,chest,[],tacoma
98,https://capsulehome.com/products/frey-sofa'%3EFrey%20Sofa%3C/a%3E%20and%20I%20wanted%20to%20share%20it%20with%20you,capsulehome.com,frey sofa,,sofa,[],frey
99,https://www.altamodafurniture.com/products/Woodworks/ca_ww/3701npt.html,www.altamodafurniture.com,Woodworks/ca,,,['woodworks'],ca
100,https://www.normann-copenhagen.com/en/en/products/tivoli/lamps/toli-lamp--20-cm-eu-5005028,www.normann-copenhagen.com,tivoli/lamps/toli lamp 20 cm eu 5005028,en/en/,lamp,"['20 cm', 'eu 5005028']",tivoli toli
101,https://www.gowfb.com/products/patio-set-covers,www.gowfb.com,patio set covers,,patio set,['covers'],
102,https://allwoodfurn.com/products/group-119-rustic-two-tone-gathering-table-and-barstools,allwoodfurn.com,group 119 rustic two tone gathering table and barstools,,"['gathering table, barstools']","['rustic', 'two tone']",group 119
103,https://decorum-shop.co.uk/products/gift-card-10-25-50-100,decorum-shop.co.uk,gift card 10 25 50 100,,,[],
104,https://lostine.com/products/jack-chairs,lostine.com,jack chairs,,chair,[],jack
105,https://designkollective.com/stores/woodlandcreek/products/76623,designkollective.com,76623,stores/woodlandcreek/,,[],
106,https://www.somedaydesigns.co.uk/products/muuto-tip-lamp?variant=513748041743,www.somedaydesigns.co.uk,muuto tip lamp,,lamp,[],muuto tip
107,https://www.mainecottage.com/collections/workspace/products/big-cay-desk,www.mainecottage.com,big cay desk,collections/workspace/,desk,['big'],cay
108,https://pawleysislandhammocks.com/products/swings/rope,pawleysislandhammocks.com,swings/rope,,swing,['rope'],
109,https://homeresource.com/products/series-7-chair&media=http://cdn.shopify.com/s/files/1/1170/0268/products/Series-7-ann-1423601841_1024x1024.jpeg&description=Series%207%20Chair%20%23Chairs,homeresource.com,series 7 chair media Series 7 ann 1423601841,//cdn.shopify.com/s/files/1/1170/0268/ ,chair,['media'],series 7
110,https://www.antoninimodernliving.com/products/,www.antoninimodernliving.com,,,,[],
111,https://www.shorehousefurniture.com/products/Rowe-Furniture/rowe/c396sect.html,www.shorehousefurniture.com,Rowe Furniture/rowe/c396sect.html,,,[],Rowe Furniture
112,https://www.jandjtreasuretrove.net/apps/webstore/products/show/8098794,www.jandjtreasuretrove.net,show/8098794,apps/webstore/,,[],
113,https://www.idcmn.com/products/sun-company-861013-queen-bed&source=webclient,www.idcmn.com,sun company 861013 queen bed webclient,,bed,['queen'],sun company 861013
114,https://calligarisla.com/products/living/sofas/metro/minimal-and-contemporary-modular-sofa,calligarisla.com,living/sofas/metro/minimal and contemporary modular sofa,,modular sofa,"['minimal', 'contemporary']",metro
115,https://stealasofa.com/products/isla-gray-fabric-sectional-sofa-4249,stealasofa.com,isla gray fabric sectional sofa 4249,,sectional sofa,['gray fabric'],isla 4249
116,https://urbanfurnishing.net/products/5a-rio,urbanfurnishing.net,5a rio,,,[],
117,https://vancouverwoodworks.com/products/aamerica-wslcb5091,vancouverwoodworks.com,aamerica wslcb5091,,,[],aamerica wslcb5091
118,https://www.kannoa.com/products/lipa-barstool,www.kannoa.com,lipa barstool,,barstool,[],lipa
119,https://furnitureoutletnc.com/products/deluxe-full-mattress,furnitureoutletnc.com,deluxe full mattress,,mattress,"['deluxe', 'full']",
120,https://www.furnituremarts.com/products/gallery-home.aspx,www.furnituremarts.com,gallery home.aspx,,,[],
121,https://osmen.com.au/products/customize-cushion,osmen.com.au,customize cushion,,,['customize cushion'],
122,https://www.stevenshellliving.com/products/piccolo-jug,www.stevenshellliving.com,piccolo jug,,jug,[],piccolo
123,https://www.thefurnituremegastore.co.uk/products/noir-80x180-cm-wall-mirror,www.thefurnituremegastore.co.uk,noir 80x180 cm wall mirror,,wall mirror,['80x180 cm'],noir
124,https://contempoconcepts.com/products/winndom-berkeley-iii?_pos=1&_sid=362e09ca2&_ss=r,contempoconcepts.com,winndom berkeley iii,,,[],winndom berkeley iii
125,https://eurolivingfurniture.com/products/746-writing-desk,eurolivingfurniture.com,746 writing desk,,writing desk,[],746
126,https://www.efurnitureny.com/products/wardrobes-and-closets/wardrobe-closet-and-armoires,www.efurnitureny.com,wardrobes and closets/wardrobe closet and armoires,,"['wardrobe closet', 'armoires']",[],
127,https://sarahellison.com.au/collections/all/products/muse,sarahellison.com.au,muse,collections/all/,,[],
128,https://oakspecialists.com/products/bedroom/beds/63/,oakspecialists.com,bedroom/beds/63/,,bed,['bedroom'],
129,https://midinmod.com/products/vendetta-bookcase%20via%20@https://twitter.com/midinmod?lang=en,midinmod.com,vendetta bookcase 20via 20,,bookcase,['20via 20'],vendetta
130,https://www.unclaimed-furniture.com/products/Standard-Furniture/stand/11406.html,www.unclaimed-furniture.com,Standard Furniture/stand/11406.html,,stand,[],Standard Furniture
131,http://www.kis-lv.com/Products/products.html,www.kis-lv.com,,,,[],
132,https://wayborn.com/products/,wayborn.com,,,,[],
133,https://www.bovafurniture.com/products/office/desks/page/2/,www.bovafurniture.com,office/desks/page/2/,,desk,['office'],
134,https://hauslondon.com/products/gift-card,hauslondon.com,gift card,,,[],
135,https://allworldfurniture.com/products/sallie-stool&via=http://www.twitter.com/alworldfurnitur&text=Euro%20Style%20Sallie%20Accent%20Stool,allworldfurniture.com,sallie stool via,,stool,[],sallie via
136,https://decorium.us/products/costa-adjustable-barstool,decorium.us,costa adjustable barstool,,barstool,['adjustable'],costa
137,https://www.softsquare.com/collections/usm-haller/products/usm-haller-media-o1,www.softsquare.com,usm haller media o1,collections/usm haller/,media,[],usm haller
138,https://www.rockymountain.furniture/products/jofran/15003.html,www.rockymountain.furniture,jofran/15003.html,,,[],
139,https://www.statewidefurniture.com/products/Ashley-Furniture/ashley/1010494.html,www.statewidefurniture.com,Ashley Furniture/ashley/1010494.html,,,[],Ashley Furniture
140,https://huckandpeck.com/products/gift-card,huckandpeck.com,gift card,,,[],
141,https://najarianfurniture.com/products/roma-sofa-pebble,najarianfurniture.com,roma sofa pebble,,sofa,['pebble'],roma
142,https://qualitywoods.com/products/qw-amish-mckee-6pc-dining-set?variant=31793708105810,qualitywoods.com,qw amish mckee 6pc dining set,,dining set,['6pc'],amish mckee
143,https://mybossfurniture.com/products/tullis-2&via=&text=Tullis%20Cream/Navy/Gray%20Medium%20Rug,mybossfurniture.com,tullis 2 via text Tullis 20Cream/Navy/Gray 20Medium 20Rug,,rug,"['cream/navy/gray', 'medium']",tullis 2
144,https://www.furnish123quadcities.com/search/products/?s=36505,www.furnish123quadcities.com,,search/,,[],
145,https://americanbackyard.com/products/gift-card,americanbackyard.com,gift card,,,[],
146,https://www.roccityfurniture.com/products/abney-4pc-set/,www.roccityfurniture.com,abney 4pc set/,,4pc set,[],abney
147,https://www.sutherlandfurniture.com/collections/quick-ship/products/franck-sofa-quickship,www.sutherlandfurniture.com,franck sofa quickship,collections/quick ship/,sofa,['quickship'],franck
148,https://craftassociatesfurniture.com/products/craft-associates-wool-lounge-chairs-1519,craftassociatesfurniture.com,craft associates wool lounge chairs 1519,,lounge chairs,['wool'],craft associates
149,https://huset-shop.com/products/gift-card,huset-shop.com,gift card,,,[],
150,https://www.scotmeachamwoodhome.com/products/hodges-tweed,www.scotmeachamwoodhome.com,hodges tweed,,,[],
151,https://www.espasso.com/products/tearsheet/1815,www.espasso.com,tearsheet/1815,,,[],
152,https://sika-design.com/products/belladonna-nature,sika-design.com,belladonna nature,,,[],
153,https://www.dimshome.com/products/eave-desk,www.dimshome.com,eave desk,,desk,[],eave
154,https://thebellacottage.com/products/barrel-bar,thebellacottage.com,barrel bar,,bar,['barrel'],
155,https://www.skandium.com/products/ch24-soft,www.skandium.com,ch24 soft,,,['soft'],ch24
156,https://www.woodwaves.com/products/gray-floating-tv-stand-entertainment-center-eco-geo-lakewood,www.woodwaves.com,gray floating tv stand entertainment center eco geo lakewood,,tv stand,"['gray', 'floating', 'entertainment center']",eco geo lakewood
157,https://sjotime.com/products/notch-desk,sjotime.com,notch desk,,desk,[],notch
158,https://www.puji.com/www.puji.com/products/urban-industrial-bistro-dining-table,www.puji.com,urban industrial bistro dining table,,dining table,['urban industrial'],bistro
159,https://littlepartners.com/products/bentwood,littlepartners.com,bentwood,,,['bentwood'],
160,https://jeremiahcollection.com/products/record-storage-console,jeremiahcollection.com,record storage console,,storage console,['record'],
161,https://www.shoptorious.com/products/nova-domus-jagger-modern-dark-grey-walnut-bedroom-set,www.shoptorious.com,nova domus jagger modern dark grey walnut bedroom set,,bedroom set,"['modern', 'dark grey', 'walnut']",nova domus jagger
162,https://thefinestore.com/products/gift-card,thefinestore.com,gift card,,,[],
163,http://oot-oot.com/products/,oot-oot.com,,,,[],
164,https://lorfords.com/collections/the-armchair-collection/products/the-bayswater-armchair,lorfords.com,the bayswater armchair,collections/the armchair collection/,armchair,[],the bayswater
165,https://www.arighibianchi.co.uk/collections/new-in-homepage/products/birds-coat-rack,www.arighibianchi.co.uk,birds coat rack,collections/new in homepage/,coat rack,['birds'],
166,https://idlehands.design/products/page/2/,idlehands.design,page/2/,,,[],
167,https://www.diyfurniturestore.com/products/inside-out,www.diyfurniturestore.com,inside out,,,[],
168,https://pastperfect.sg/products/,pastperfect.sg,,,,[],
169,https://bastilleandsons.com.au/products/ottoman-leo,bastilleandsons.com.au,ottoman leo,,ottoman,[],leo
170,https://classicwithatwist.com.au/products/1900-bench,classicwithatwist.com.au,1900 bench,,bench,[],1900
171,https://apato.com.au/products/work/kobo-st-desk/,apato.com.au,work/kobo st desk/,,desk,['work'],kobo st
172,https://thewoodroom.com.au/products/take-me-back,thewoodroom.com.au,take me back,,,[],
173,https://thebanyantree.com.au/products/gift-card,thebanyantree.com.au,gift card,,,[],
174,https://ardoutdoor.com/products/,ardoutdoor.com,,,,[],
175,https://hauserstores.com/products/mesa-sofa?view=product-alt,hauserstores.com,mesa sofa,,sofa,[],mesa
176,https://boahaus.com/products/boahaus-urban-dressing-table,boahaus.com,boahaus urban dressing table,,dressing table,['urban'],boahaus
177,https://tabularasa-furniture.com/collections/frontpage/products/ohmm-fiesta,tabularasa-furniture.com,ohmm fiesta,collections/frontpage/,,[],
178,https://livingbydesign.net.au/products/sorensen-teak-bench-seat-dining,livingbydesign.net.au,sorensen teak bench seat dining,,bench seat,"['teak', 'dining']",sorensen
179,https://www.living-home.co.uk/products/58-07-valencia-side-table,www.living-home.co.uk,58 07 valencia side table,,side table,['58 07'],valencia
180,https://relm.com.au/products/,relm.com.au,,,,[],
181,https://www.harpersproject.com/products/marble-stool,www.harpersproject.com,marble stool,,stool,['marble'],
