index,URL,domain,raw_text,raw_text_before,furniture_extr,property_extr,name_extr
529,https://www.wbjamieson.com/products/string-system,www.wbjamieson.com,string system,,system,['string'],
530,https://theoutdoorpatiostore.com/products/gazebo-8x8,theoutdoorpatiostore.com,gazebo 8x8,,gazebo,['8x8'],
531,https://www.eventsuber.com/products/resin-folding-chairs-vinyl-pad&text=1000%20lb.%20Capacity%20Resin%20Folding%20Chair%20w/%20Vinyl%20Padded%20Seat,www.eventsuber.com,resin folding chairs vinyl pad text 1000 20lb. 20Capacity 20Resin 20Folding 20Chair 20w/ 20Vinyl 20Padded 20Seat,,folding chair,"['resin', 'vinyl pad', 'text 1000', '20lb', '20Capacity', '20Resin', '20Folding', '20Chair', '20w/', '20Vinyl', '20Padded', '20Seat']",
532,https://www.canvasinteriors.com/collections/rugs/products/lia,www.canvasinteriors.com,lia,collections/rugs/,,[],
533,https://www.autonomousfurniture.com/collections/frontpage/products/pod11-1,www.autonomousfurniture.com,pod11 1,collections/frontpage/,,[],
534,https://parliamentinteriors.com/products/accessories-and-decor,parliamentinteriors.com,accessories and decor,,,[],
535,https://www.sunshinefurniture.com.au/products/albert-sofa,www.sunshinefurniture.com.au,albert sofa,,sofa,[],albert
536,https://www.bbfurniturestore.co.uk/products/sareer-3000-pocket-sprung-mattress,www.bbfurniturestore.co.uk,sareer 3000 pocket sprung mattress,,mattress,['3000 pocket sprung'],sareer
537,https://baskdesign.com/collections/new-products/products/social-1,baskdesign.com,social 1,collections/new,,[],
538,https://elinahome.com/products/18-x-18-inch-satin-napkins-rhinestone-napkin-rings-party-supplies-christmas-decorations-wedding-birthday-baby-shower,elinahome.com,18 x 18 inch satin napkins rhinestone napkin rings party supplies christmas decorations wedding birthday baby shower,,,"['18 x 18 inch', 'satin', 'rhinestone napkin rings', 'party supplies', 'christmas decorations', 'wedding', 'birthday', 'baby shower']",
539,https://finditstyleithome.com.au/products/dahlia-mirror-gold-1,finditstyleithome.com.au,dahlia mirror gold 1,,mirror,['gold'],dahlia 1
540,https://medleyhome.com/products/ridge-accent-chair,medleyhome.com,ridge accent chair,,accent chair,[],ridge
541,https://www.modernisedliving.com.au/products/3-sets-tank-pots-grey,www.modernisedliving.com.au,3 sets tank pots grey,,tank pots,"['3 sets', 'grey']",
542,https://shop.humblecrew.com/products/lucky-theory-metal-chair,shop.humblecrew.com,lucky theory metal chair,,metal chair,[],lucky theory
543,https://www.simplyfurnishing.co.uk/products/4kids-1-door-desk-mobile-with-lemon-handles,www.simplyfurnishing.co.uk,4kids 1 door desk mobile with lemon handles,,desk,"['1 door', 'mobile', 'lemon handles']",4kids
544,https://uniqwafurniture.com.au/collections/decorative-decor/products/bwindi-wall-art,uniqwafurniture.com.au,bwindi wall art,collections/decorative decor/,wall art,[],bwindi
545,https://woodshopfogoisland.ca/products/bertha-chair,woodshopfogoisland.ca,bertha chair,,chair,[],bertha
546,https://profilesny.com/collections/art/products/bleach-scarf,profilesny.com,bleach scarf,collections/art/,,[],
547,https://www.hanaleyinteriors.co.uk/products/page/3/,www.hanaleyinteriors.co.uk,page/3/,,,[],
548,https://www.thefurniturefactory.org.uk/products/warwick-dining-set,www.thefurniturefactory.org.uk,warwick dining set,,dining set,[],warwick
549,http://mollanbros.co.uk/products/page/4/,mollanbros.co.uk,page/4/,,,[],
550,https://atouchoffurniture.co.uk/products/alton-3-seat-sofa,atouchoffurniture.co.uk,alton 3 seat sofa,,sofa,['3 seat'],alton
551,https://tiger-oak.com/products/skovby-portable-bar,tiger-oak.com,skovby portable bar,,portable bar,[],skovby
552,https://www.georgestreet.co.uk/products/e1-flush-3-light-ceiling-light/,www.georgestreet.co.uk,e1 flush 3 light ceiling light/,,ceiling light,"['flush', '3 light']",e1
553,https://www.needlerock.co.uk/products/chairs,www.needlerock.co.uk,chairs,,chair,[],
554,https://jordansinteriors.ca/products/park-slope-desk,jordansinteriors.ca,park slope desk,,desk,[],park slope
555,http://camerich-bd.com/products/,camerich-bd.com,,,,[],
556,https://coastalhomecollective.com.au/products/wooden-tray,coastalhomecollective.com.au,wooden tray,,tray,['wooden'],
557,https://bestfurniture.co.nz/products/linea-sideboard,bestfurniture.co.nz,linea sideboard,,sideboard,[],linea
558,https://www.imfurniturestore.com/products/sofa,www.imfurniturestore.com,sofa,,sofa,[],
559,https://pastoesales.com/products/vision-sideboard-5,pastoesales.com,vision sideboard 5,,sideboard,['5'],vision
560,https://lexiconhome.com/products/h181000a70wh&via=&text=Chai%20Accent%20Chest%20w/%20Mirror%20Door,lexiconhome.com,h181000a70wh via text Chai 20Accent 20Chest 20w/ 20Mirror 20Door,,accent chest,['mirror door'],h181000a70wh via text Chai
561,https://www.soleilcollective.com/collections/beds/products/driade-edward-i-double-panel-bed,www.soleilcollective.com,driade edward i double panel bed,collections/beds/,double panel bed,[],driade edward i
562,https://www.valaray.com/collections/all/products/scandormi-sofa,www.valaray.com,scandormi sofa,collections/all/,sofa,[],scandormi
563,https://empirefurniture.co.nz/products/recliner-lounge-suite,empirefurniture.co.nz,recliner lounge suite,,lounge suite,['recliner'],
564,https://adona.in/products/adona-adonica-fusion-king-bed-plywood,adona.in,adona adonica fusion king bed plywood,,bed,"['king', 'plywood']",adona adonica fusion
565,https://timleveson.shop/products/nico-sofa-1750-urban,timleveson.shop,nico sofa 1750 urban,,sofa,['1750 urban'],nico
566,https://shop.gubi.com/products/epic-dining-table,shop.gubi.com,epic dining table,,dining table,[],epic
567,https://nativelifestyle.co.uk/products/cons-cesar01,nativelifestyle.co.uk,cons cesar01,,,[],cons cesar01
568,https://gibsonpatioshop.com/products/index.html,gibsonpatioshop.com,index.html,,,[],
569,https://hoomefurniture.com/products/page/2/,hoomefurniture.com,page/2/,,,[],
570,https://www.thenineschools.co.uk/collections/trunk/products/oriental-decorated-blue-trunk,www.thenineschools.co.uk,oriental decorated blue trunk,collections/trunk/,trunk,"['oriental decorated', 'blue']",
571,https://us.alexandrallewellyn.com/products/leaf,us.alexandrallewellyn.com,leaf,,,[],
572,https://yourpatiostore.com/products/zara-loveseat,yourpatiostore.com,zara loveseat,,loveseat,[],zara
573,https://bohincstudio.com/collections/vases/products/jupiter-vase,bohincstudio.com,jupiter vase,collections/vases/,vase,[],jupiter
574,https://austinleathergallerytx.com/products/,austinleathergallerytx.com,,,,[],
575,https://www.idealfurnishings.co.uk/products/amsterdam-double-bedstead,www.idealfurnishings.co.uk,amsterdam double bedstead,,bedstead,['double'],amsterdam
576,https://www.villalane.com.au/products/gift-card,www.villalane.com.au,gift card,,,[],
577,https://ingoodcompany.com.au/collections/new-arrivals/products/kuru-bowl-ceramic-37cm-grey,ingoodcompany.com.au,kuru bowl ceramic 37cm grey,collections/new arrivals/,bowl,"['ceramic', '37cm', 'grey']",kuru
578,https://rutherford-romaguera2611.myshopify.com/products/teddy-rug%20via%20@//twitter.com/undergrndmedia,rutherford-romaguera2611.myshopify.com,teddy rug 20via 20,,rug,['20via 20'],teddy
579,http://olgunstore.com/en/products/sleeping-products/toppers/,olgunstore.com,sleeping products/toppers/,en/,,[],
580,https://www.saladinostyle.com/products/nature,www.saladinostyle.com,nature,,,[],
581,https://finelinefurnitureandaccessories.com/products/colosso-woven-neoprene-hand-knotted-basket,finelinefurnitureandaccessories.com,colosso woven neoprene hand knotted basket,,basket,"['woven', 'neoprene', 'hand knotted']",colosso
582,https://bungalowfurniture.com/products/bath-mat,bungalowfurniture.com,bath mat,,,[],
583,https://ajnaliving.com/products/provence-sofa,ajnaliving.com,provence sofa,,sofa,[],provence
584,https://camerichseattle.com/products/rugs/,camerichseattle.com,rugs/,,rugs,[],
585,https://www.countrytime.ca/products/,www.countrytime.ca,,,,[],
586,https://domedeco.us/categories/639951/carpets/products/zu140200{slash}an/woolen-carpet-_singlequotes_zubair_singlequotes_,domedeco.us,zu140200 slash an/woolen carpet,categories/639951/carpets/,carpet,['woolen'],zu140200 slash an
587,https://donar.si/products/collodi,donar.si,collodi,,,[],
588,https://foldsmart.co.uk/collections/frontpage/products/deep-double-bookcase,foldsmart.co.uk,deep double bookcase,collections/frontpage/,bookcase,"['deep', 'double']",
589,https://foreverfurniture.ca/products/living/palliser-furniture/india-leather-sofa,foreverfurniture.ca,living/palliser furniture/india leather sofa,,sofa,['leather'],palliser furniture india
590,https://www.gblfurniture.com/products/provence-1door-cabinet,www.gblfurniture.com,provence 1door cabinet,,cabinet,['1 door'],provence
591,https://sigmanmills.com/products/gift-card,sigmanmills.com,gift card,,,[],
592,https://www.thechesterfieldshop.com/products/sofas/,www.thechesterfieldshop.com,sofas/,,sofa,[],
593,https://westbridgefurniturestoke.co.uk/products/view/890,westbridgefurniturestoke.co.uk,view/890,,,[],
594,https://zulufurniture.com/products/posh,zulufurniture.com,posh,,,[],
595,https://www.hopperstudio.com/products/sofia-nightstand,www.hopperstudio.com,sofia nightstand,,nightstand,[],sofia
596,https://furnituremaddness.com/products/l-shape-leather-lounge,furnituremaddness.com,l shape leather lounge,,lounge,['leather'],l shape
597,https://suncoastsitra.shoptiqstore.com.sg/products/footstool&media=https://cdn.store-assets.com/s/257913/i/8659911_480x.jpeg&description=Footstool,suncoastsitra.shoptiqstore.com.sg,footstool media,,footstool,['media'],
598,https://www.therejectshop.sg/products/page/3,www.therejectshop.sg,page/3,,,[],
599,https://www.angliarecliners.co.uk/products/swan/,www.angliarecliners.co.uk,swan/,,,[],
600,https://www.centralliving.co.uk/products/vik-desk-chair,www.centralliving.co.uk,vik desk chair,,desk chair,[],vik
601,http://www.furnimax.co.uk/products/more-sleep-cadiz-double-complete-set/,www.furnimax.co.uk,more sleep cadiz double complete set/,,double complete set,[],more sleep cadiz
602,http://www.makebuildmend.co.uk/products/,www.makebuildmend.co.uk,,,,[],
603,https://headandhaft.co.uk/products/tir,headandhaft.co.uk,tir,,,[],
604,https://hilaryandflo.co.uk/products/nice-print,hilaryandflo.co.uk,nice print,,,[],
605,https://pepegarden.co.uk/products/erica-park-bench,pepegarden.co.uk,erica park bench,,park bench,[],erica
606,https://pinchdesign.co.uk/products/emil,pinchdesign.co.uk,emil,,,[],
607,https://www.sartra.co.uk/products/beaufort-large-oak-tv-unit,www.sartra.co.uk,beaufort large oak tv unit,,tv unit,"['large', 'oak']",beaufort
608,https://shannonsales.co.uk/products/special-offers/special-offers-and-sale-items/,shannonsales.co.uk,special offers/special offers and sale items/,,,[],
609,https://settlehome.co.uk/products/double-pair-of-triple-pinch-pleat-curtains-in-zoffany,settlehome.co.uk,double pair of triple pinch pleat curtains in zoffany,,curtains,"['double pair', 'triple pinch pleat', 'zoffany']",
610,https://www.simplyhammocks.co.uk/collections/new-products/products/denim-hammock,www.simplyhammocks.co.uk,denim hammock,collections/new,hammock,['denim'],
611,https://www.solidoakfurniture.co.uk/products/beds.html,www.solidoakfurniture.co.uk,beds.html,,bed,[],
612,https://tiffanyjayne.co.uk/products/small-hooks,tiffanyjayne.co.uk,small hooks,,hooks,['small'],
613,https://www.whytesofcrossgar.co.uk/products/otto-accent-chair,www.whytesofcrossgar.co.uk,otto accent chair,,accent chair,[],otto
614,https://glenwoodfurnishings.co.uk/collections/dining-room/products/cambridge-dining-set,glenwoodfurnishings.co.uk,cambridge dining set,collections/dining room/,dining set,[],cambridge
615,https://furniturebylauren.co.uk/products/mayfair-bedroom/,furniturebylauren.co.uk,mayfair bedroom/,,bedroom,[],mayfair
616,https://thefurniture-house.co.uk/products/new-grey-recliner-sofa,thefurniture-house.co.uk,new grey recliner sofa,,recliner sofa,['grey'],new
617,https://lloydloom-uk.co.uk/products/ellwood,lloydloom-uk.co.uk,ellwood,,,[],ellwood
618,https://www.dillamores.co.uk/products/claremont-two-seater-sherborne/,www.dillamores.co.uk,claremont two seater sherborne/,,two seater,[],claremont sherborne
619,https://www.royalcraft.co.uk/products/ascot-shed-2,www.royalcraft.co.uk,ascot shed 2,,shed,['2'],ascot
620,https://www.fireandco.co.uk/products/fire,www.fireandco.co.uk,fire,,,[],
621,https://www.askewsfurniture.co.uk/products/disposal-of-old-mattress,www.askewsfurniture.co.uk,disposal of old mattress,,,[],
622,https://www.theattikstannes.co.uk/products/stunning-mid-century-vintage-teak-portwood-sideboard-credenza-1205,www.theattikstannes.co.uk,stunning mid century vintage teak portwood sideboard credenza 1205,,sideboard credenza,"['stunning', 'mid century', 'vintage', 'teak', 'portwood']",1205
623,http://andywilx.co.uk/collections/cushions/products/dreaming-cushion,andywilx.co.uk,dreaming cushion,collections/cushions/,cushion,[],dreaming
624,https://www.bridgnorthfurniture.co.uk/products/verona-chair,www.bridgnorthfurniture.co.uk,verona chair,,chair,[],verona
625,https://britishhomeinteriors.co.uk/products/mirrored-fireplace,britishhomeinteriors.co.uk,mirrored fireplace,,fireplace,['mirrored'],
626,http://davidmoura.co.uk/products/eight-light-antler-chandelier,davidmoura.co.uk,eight light antler chandelier,,chandelier,"['eight light', 'antler']",
627,https://www.theurbaneditions.com/products/marston-wide-desk-on-minimalist-square-legs,www.theurbaneditions.com,marston wide desk on minimalist square legs,,desk,"['wide', 'minimalist square legs']",marston
628,http://furniture4lettings.co.uk/../products/sofas/,furniture4lettings.co.uk,sofas/,../,sofa,[],
629,https://furnituredirectonline.co.uk/products/page/2/,furnituredirectonline.co.uk,page/2/,,,[],
630,https://furniturevilla.co.uk/products/living-room-furniture/desk,furniturevilla.co.uk,living room furniture/desk,,desk,['living room'],
631,https://www.grandadsshedbrigg.co.uk/products/living/east-indies-living/,www.grandadsshedbrigg.co.uk,living/east indies living/,,,['living'],east indies living
632,https://hanchicsfurniture.co.uk/products/stag-f-b-sideboard,hanchicsfurniture.co.uk,stag f b sideboard,,sideboard,['f b'],stag
633,http://imaginexfurniture.uk/collections/sarah/products/sarah-grey-birch-italian-coffee-table,imaginexfurniture.uk,sarah grey birch italian coffee table,collections/sarah/,coffee table,"['grey birch', 'italian']",sarah
634,https://limesinteriors.co.uk/collections/popular-items/products/abree-lamp,limesinteriors.co.uk,abree lamp,collections/popular items/,lamp,[],abree
635,http://m-edition.co.uk/products/ch103-sofa,m-edition.co.uk,ch103 sofa,,sofa,[],ch103
636,http://macquillanhome.co.uk/products/dressing-table-and-mirror-mqfn187.html,macquillanhome.co.uk,dressing table and mirror mqfn187.html,,"['dressing table', 'mirror']",[],mqfn187
637,https://www.nabisottomanfurniture.co.uk/products/chesterfield-diamante-bed-frame,www.nabisottomanfurniture.co.uk,chesterfield diamante bed frame,,bed frame,"['chesterfield', 'diamante']",
638,https://paulcaseboutique.co.uk/products/spyder-dining-chair,paulcaseboutique.co.uk,spyder dining chair,,dining chair,[],spyder
639,https://www.poppiesfurnituredirect.co.uk/apps/webstore/products/show/5373703,www.poppiesfurnituredirect.co.uk,show/5373703,apps/webstore/,,[],
640,https://www.reckageathome.co.uk/products/re014,www.reckageathome.co.uk,re014,,,[],
641,https://rotherwoodfurniture.com/products/silverton-135cm-bedstead,rotherwoodfurniture.com,silverton 135cm bedstead,,bedstead,['135cm'],silverton
642,https://www.search4furniture.com/products/ritz-bed,www.search4furniture.com,ritz bed,,bed,[],ritz
643,https://shop4sofas.co.uk/products/rye,shop4sofas.co.uk,rye,,,[],
644,https://www.simplyhomeinteriors.co.uk/products/wiemann-luxor,www.simplyhomeinteriors.co.uk,wiemann luxor,,,[],wiemann luxor
645,http://www.sjdfurniture.co.uk/products/,www.sjdfurniture.co.uk,,,,[],
646,https://thedorsetfurniturecompany.co.uk/products/arctic-white-high-gloss-150cm-shelf,thedorsetfurniturecompany.co.uk,arctic white high gloss 150cm shelf,,shelf,"['arctic white', 'high gloss', '150cm']",
647,http://thefurnitureshopblackhall.co.uk/products/,thefurnitureshopblackhall.co.uk,,,,[],
648,https://www.tobychairs.com/products/toby-table-oak,www.tobychairs.com,toby table oak,,table,['oak'],toby
649,https://www.littletulip.com/products/set-200-marble-6,www.littletulip.com,set 200 marble 6,,set,"['200', 'marble 6']",
650,https://uniquehomefurnishing.co.uk/products/hzh330,uniquehomefurnishing.co.uk,hzh330,,,[],
651,https://urbansize.co.uk/products/hallway-tidy,urbansize.co.uk,hallway tidy,,hallway tidy,[],
652,https://www.modernfurnituredeals.co.uk/products/ovo,www.modernfurnituredeals.co.uk,ovo,,,[],
653,https://www.abowed.co.uk/products/oak-four-poster-bed,www.abowed.co.uk,oak four poster bed,,four poster bed,['oak'],
654,https://www.peterboroughreclinercentre.co.uk/products/reno-chair-with-footstool,www.peterboroughreclinercentre.co.uk,reno chair with footstool,,chair,['footstool'],reno
655,https://outletbarn.co.uk/collections/corner-sofas/products/ellena-recliner-corner-group-brown-only-limited-stock,outletbarn.co.uk,ellena recliner corner group brown only limited stock,collections/corner sofas/,recliner corner group,"['brown', 'limited stock']",ellena
656,https://www.oaktreeupholstery.co.uk/products/double-headboard-b-fabric,www.oaktreeupholstery.co.uk,double headboard b fabric,,headboard,"['double', 'b fabric']",
657,https://www.rightprice.co.uk/collections/all/products/alexis,www.rightprice.co.uk,alexis,collections/all/,,[],
658,https://www.sheridaninteriors.co.uk/products/celine-fabric-bed,www.sheridaninteriors.co.uk,celine fabric bed,,bed,['fabric'],celine
659,https://www.chattelsfurniture.co.uk/products/bedside-table-two-drawers,www.chattelsfurniture.co.uk,bedside table two drawers,,bedside table,['two drawers'],
660,https://www.maisonandgarden.co.uk/products/28cm-solar-ball,www.maisonandgarden.co.uk,28cm solar ball,,,"['28cm', 'solar ball']",
661,https://igigishop.co.uk/products/cotton-rug,igigishop.co.uk,cotton rug,,rug,['cotton'],
662,https://divine-interiors.co.uk/products/sofa-deposit,divine-interiors.co.uk,sofa deposit,,sofa,[],
663,https://shackletonsretail.co.uk/products/,shackletonsretail.co.uk,,,,[],
664,https://auburnfox.co.uk/products/iron-and-leather-adjustable-stool,auburnfox.co.uk,iron and leather adjustable stool,,stool,"['iron', 'leather', 'adjustable']",
665,https://www.decoframe.co.uk/products/,www.decoframe.co.uk,,,,[],
666,https://snugathome.co.uk/products/eiffel-dining-chair,snugathome.co.uk,eiffel dining chair,,dining chair,[],eiffel
667,https://ashtonandcoleman.co.uk/products/tables/lamp-table,ashtonandcoleman.co.uk,tables/lamp table,,lamp table,[],
668,https://rusticland.co.uk/products/industrial-2x-handmade-x-dining-table-bench-frame-steel-large-table-pedestal-legs,rusticland.co.uk,industrial 2x handmade x dining table bench frame steel large table pedestal legs,,dining table,"['2x', 'handmade', 'steel', 'large', 'table pedestal legs']",industrial
669,https://www.quaysideinteriors.co.uk/products/alexandra-bed-king,www.quaysideinteriors.co.uk,alexandra bed king,,bed,['king'],alexandra
670,https://alidasa.co.uk/products/terra-6-3-drawer-pine-white,alidasa.co.uk,terra 6 3 drawer pine white,,drawer,"['6', 'pine', 'white']",terra
671,https://www.lovettandjudge.co.uk/products/worker-bee-picture,www.lovettandjudge.co.uk,worker bee picture,,,[],
672,https://www.toplinestore.co.uk/products/valawhi/products/valawhi&title=Vala%20High%20Gloss%20Coffee%20Tabl...&source=http://www.toplinestore.co.uk/products/valawhi,www.toplinestore.co.uk,valawhi valawhi Vala 20High 20Gloss 20Coffee 20Tabl, ,coffee table,['high gloss'],valawhi valawhi Vala
673,https://chelseafurnishings.co.uk/products/ashton-range,chelseafurnishings.co.uk,ashton range,,,[],ashton range
674,https://windsorbedding.co.uk/products/,windsorbedding.co.uk,,,,[],
675,https://www.arfurnishings.co.uk/products/kyoto-quilted-knockerback-chair,www.arfurnishings.co.uk,kyoto quilted knockerback chair,,knockerback chair,['quilted'],kyoto
676,https://www.dezilux.co.uk/products/aliya-french-style-console-table,www.dezilux.co.uk,aliya french style console table,,console table,['french style'],aliya
677,https://www.harperandfaith.co.uk/products/jupiter-bed,www.harperandfaith.co.uk,jupiter bed,,bed,[],jupiter
678,https://elegancehomefurniture.co.uk/products/dylan-crushed-velvet-swivel-cuddle-chair,elegancehomefurniture.co.uk,dylan crushed velvet swivel cuddle chair,,swivel cuddle chair,['crushed velvet'],dylan
679,https://www.homeaffections.co.uk/products/wide-display-cabinet-540005-bonoca,www.homeaffections.co.uk,wide display cabinet 540005 bonoca,,display cabinet,['wide'],540005 bonoca
680,https://hemmingandwills.co.uk/products/arne-desk,hemmingandwills.co.uk,arne desk,,desk,[],arne
681,https://jopa-interiors.co.uk/products/black-weave-cushion-with-tag,jopa-interiors.co.uk,black weave cushion with tag,,cushion,"['black weave', 'tag']",
682,https://airfurniture.co.uk/products/zues-pu-storage-bed,airfurniture.co.uk,zues pu storage bed,,storage bed,['pu'],zues
683,https://derwenthouseliving.co.uk/products/,derwenthouseliving.co.uk,,,,[],
684,https://www.furlon.co.uk/products/194,www.furlon.co.uk,194,,,[],
685,https://rustic-furniture.co.uk/products/curved-open-bedside,rustic-furniture.co.uk,curved open bedside,,bedside,"['curved', 'open']",
686,https://www.skhomedecor.co.uk/products/page/2/,www.skhomedecor.co.uk,page/2/,,,[],
687,https://www.onlydiningchairs.com.au/products/wooden-velvet-retro-grey-dining-chair,www.onlydiningchairs.com.au,wooden velvet retro grey dining chair,,dining chair,"['wooden', 'velvet', 'retro', 'grey']",
688,https://www.myharmony.hk/products/woody-slab-table,www.myharmony.hk,woody slab table,,slab table,['woody'],
689,https://afg.us.com/products/ashley-baraga-h410-24,afg.us.com,ashley baraga h410 24,,baraga,['h410 24'],ashley
690,https://www.collectioni.com/products/noahs-ark-lounge-swivel-chair,www.collectioni.com,noahs ark lounge swivel chair,,lounge swivel chair,[],noahs ark
691,https://noho.co/products/noho-move-chair-topper,noho.co,noho move chair topper,,chair,['topper'],noho move
692,https://odafurniture.com/products/,odafurniture.com,,,,[],
693,https://savannahspace.com/products/bo-woven-rug,savannahspace.com,bo woven rug,,rug,['woven'],bo
694,https://squarehome.com/products/,squarehome.com,,,,[],
695,https://www.sundays-company.com/collections/new-arrivals/products/sink-in-sofa-ecru,www.sundays-company.com,sink in sofa ecru,collections/new arrivals/,sofa,"['sink', 'ecru']",
696,https://thebeachfurniture.com.au/products/gift-card,thebeachfurniture.com.au,gift card,,,[],
697,https://thedesigndepot.co.nz/products/,thedesigndepot.co.nz,,,,[],
698,https://superdealfurnituregallery.com/products/tristan-5-piece-kitchen-set,superdealfurnituregallery.com,tristan 5 piece kitchen set,,kitchen set,['5 piece'],tristan
699,https://signaturefinefurniture.ca/products/jacobson-bed,signaturefinefurniture.ca,jacobson bed,,bed,[],jacobson
700,http://aonefurniture.in/userdata/products/no%20value,aonefurniture.in,no 20value,userdata/,,[],
701,https://furnituremama.com/products/three-door-wardrobe-mirror-2,furnituremama.com,three door wardrobe mirror 2,,wardrobe,"['three door', 'mirror 2']",
702,https://gfurniture.ca/products/,gfurniture.ca,,,,[],
703,https://www.mwfurnitureoutlet.com/products/dresser,www.mwfurnitureoutlet.com,dresser,,dresser,[],
